"Supplied Name","guid","scientificName","family","kingdom"
"Belonia incarnata","NHMSYS0001475570","Belonia incarnata","Gyalectaceae","Fungi"
"Collema limosum","BMSSYS0000045192","Enchylium limosum","Collemataceae","Fungi"
"Bacidia vermifera","BMSSYS0000016782","Scoliciosporum umbrinum","Scoliciosporaceae","Fungi"
"Usnea esperantiana","NHMSYS0001501163","Usnea esperantiana","Parmeliaceae","Fungi"
"Caloplaca dalmatica","NHMSYS0001476640","Caloplaca dalmatica","Teloschistaceae","Fungi"
"Cliostomum coppinsii","NHMSYS0020990103","Cliostomum coppinsii","Ramalinaceae","Fungi"
"Leptogium magnussonii","BMSSYS0000051056","Scytinium magnussonii","Collemataceae","Fungi"
"Cryptothele rhodosticta","NHMSYS0001479847","Cryptothele rhodosticta","Lichinaceae","Fungi"
"Micarea xanthonica","NHMSYS0001442973","Micarea xanthonica","Pilocarpaceae","Fungi"
"Placynthium asperellum","NBNSYS0000019339","Placynthium asperellum","Placynthiaceae","Fungi"
"Thelocarpon olivaceum","NHMSYS0020991135","Thelocarpon olivaceum","Thelocarpaceae","Fungi"
"Bacidia saxenii","BMSSYS0000042818","Bacidina saxenii","Ramalinaceae","Fungi"
"Pertusaria ophthalmiza","BMSSYS0000598530","Lepra ophthalmiza",,"Fungi"
"Lecania chlorotiza","NBNSYS0000018312","Lecania chlorotiza","Ramalinaceae","Fungi"
"Rhizocarpon viridiatrum","NHMSYS0001496298","Rhizocarpon viridiatrum","Rhizocarpaceae","Fungi"
"Collema furfuraceum","NHMSYS0001478260","Collema furfuraceum","Collemataceae","Fungi"
"Bacidia inornata","NHMSYS0021604912","Toniniopsis inornata","Ramalinaceae","Fungi"
"Porina interjungens","NBNSYS0000019894","Porina interjungens","Porinaceae","Fungi"
"Bacidia fuscoviridis","NBNSYS0000018227","Bacidia fuscoviridis","Ramalinaceae","Fungi"
"Myriospora scabrida","NHMSYS0020990632","Myriospora scabrida","Acarosporaceae","Fungi"
"Bacidia brandii","BMSSYS0000042815","Bacidina brandii","Ramalinaceae","Fungi"
"Alectoria ochroleuca","NBNSYS0000018168","Alectoria ochroleuca","Parmeliaceae","Fungi"
"Nevesia sampaiana","BMSSYS0000048486","Nevesia sampaiana","Pannariaceae","Fungi"
"Belonia calcicola","NBNSYS0000016957","Belonia calcicola","Gyalectaceae","Fungi"
"Epigloea soleiformis","BMSSYS0000006625","Epigloea soleiformis","Epigloeaceae","Fungi"
"Cladonia chlorophaea s. str.","NHMSYS0020105992","Cladonia chlorophaea s. str.","Cladoniaceae","Fungi"
"Chaenotheca furfuracea","NBNSYS0000015563","Chaenotheca furfuracea","Coniocybaceae","Fungi"
"Umbilicaria proboscidea","NHMSYS0001500765","Umbilicaria proboscidea","Umbilicariaceae","Fungi"
"Punctelia subrudecta s. str.","NHMSYS0000364730","Punctelia subrudecta s. str.","Parmeliaceae","Fungi"
"Trapelia involuta","NBNSYS0000019106","Trapelia involuta","Trapeliaceae","Fungi"
"Hertelidea botryosa","NHMSYS0001484063","Hertelidea botryosa","Stereocaulaceae","Fungi"
"Lecanora hagenii","BMSSYS0000048296","Myriolecis dispersa","Lecanoraceae","Fungi"
"Verrucaria prominula","NBNSYS0000020704","Verrucaria prominula","Verrucariaceae","Fungi"
"Mycoblastus affinis","NBNSYS0000018848","Mycoblastus affinis","Mycoblastaceae","Fungi"
"Psoroglaena biatorella","BMSSYS0000050263","Psoroglaena biatorella","Verrucariaceae","Fungi"
"Verrucaria ditmarsica","NBNSYS0000020677","Verrucaria ditmarsica","Verrucariaceae","Fungi"
"Parmelia saxatilis s. str.","NHMSYS0000363400","Parmelia saxatilis s. str.","Parmeliaceae","Fungi"
"Cladonia convoluta","NBNSYS0000018361","Cladonia convoluta","Cladoniaceae","Fungi"
"Physconia enteroxantha","NBNSYS0000018940","Physconia enteroxantha","Physciaceae","Fungi"
"Lecania atrynoides","NBNSYS0000018549","Lecania atrynoides","Ramalinaceae","Fungi"
"Pertusaria monogona","BMSSYS0000598528","Lepra monogona",,"Fungi"
"Bacidia coprodes","NHMSYS0021604902","Toniniopsis coprodes","Ramalinaceae","Fungi"
"Placidiopsis pseudocinerea","NBNSYS0000039709","Placidiopsis pseudocinerea","Verrucariaceae","Fungi"
"Xanthoria fulva","NHMSYS0001501923","Xanthoria fulva","Teloschistaceae","Fungi"
"Rimularia badioatra","NBNSYS0000018845","Rimularia badioatra","Trapeliaceae","Fungi"
"Lecanora frustulosa","NBNSYS0000018591","Lecanora frustulosa","Lecanoraceae","Fungi"
"Cetraria ericetorum","NBNSYS0000018332","Cetraria ericetorum","Parmeliaceae","Fungi"
"Acrocordia conoidea","NHMSYS0001472853","Acrocordia conoidea","Monoblastiaceae","Fungi"
"Pseudevernia furfuracea s. lat.","BMSSYS0000534129","Pseudevernia furfuracea s. lat.","Parmeliaceae","Fungi"
"Halecania micacea","BMSSYS0000007611","Halecania micacea","Catillariaceae","Fungi"
"Cladonia arbuscula subsp. squarrosa","NBNSYS0000100702","Cladonia arbuscula subsp. squarrosa","Cladoniaceae","Fungi"
"Placynthium pannariellum","NBNSYS0000019345","Placynthium pannariellum","Placynthiaceae","Fungi"
"Lecidea alpestris","NHMSYS0001486577","Lecidea alpestris","Lecideaceae","Fungi"
"Miriquidica nigroleprosa var. liljenstroemii","NHMSYS0001489677","Miriquidica nigroleprosa var. liljenstroemii","Lecanoraceae","Fungi"
"Botryolepraria lesdainii","NHMSYS0001476162","Botryolepraria lesdainii",,"Fungi"
"Gyalideopsis crenulata","NHMSYS0020535497","Gyalideopsis crenulata","Gomphillaceae","Fungi"
"Arthrorhaphis alpina","NHMSYS0001475035","Arthrorhaphis alpina","Arthrorhaphidaceae","Fungi"
"Porina rosei","NHMSYS0001494656","Porina rosei","Porinaceae","Fungi"
"Bacidina flavoleprosa","BMSSYS0000289903","Bacidina flavoleprosa","Ramalinaceae","Fungi"
"Lepraria ecorticata","NHMSYS0021576743","Lithocalla ecorticata","Ramalinaceae","Fungi"
"Bacidia squamellosa","NHMSYS0021634930","Bacidina celtica","Ramalinaceae","Fungi"
"Lobaria amplissima","NHMSYS0001496455","Ricasolia amplissima","Lobariaceae","Fungi"
"Tephromela pertusarioides","NHMSYS0001499455","Tephromela pertusarioides","Mycoblastaceae","Fungi"
"Caloplaca flavocitrina","BMSSYS0000003136","Caloplaca flavocitrina","Teloschistaceae","Fungi"
"Psammina palmata","NHMSYS0020039053","Psammina palmata",,"Fungi"
"Dermatocarpon rivulorum","NBNSYS0000020599","Dermatocarpon rivulorum","Verrucariaceae","Fungi"
"Cresporhaphis wienkampii","NHMSYS0001479690","Cresporhaphis wienkampii",,"Fungi"
"Ochrolechia parella","NHMSYS0001491022","Ochrolechia parella","Ochrolechiaceae","Fungi"
"Hypocenomyce scalaris","NHMSYS0001484977","Hypocenomyce scalaris","Ophioparmaceae","Fungi"
"Cladonia uncialis subsp. biuncialis","NHMSYS0001477684","Cladonia uncialis subsp. biuncialis","Cladoniaceae","Fungi"
"Cladonia crispata var. cetrariiformis","NBNSYS0000018364","Cladonia crispata var. cetrariiformis","Cladoniaceae","Fungi"
"Mycobilimbia carneoalbida","NHMSYS0020535733","Mycobilimbia carneoalbida","Lecideaceae","Fungi"
"Collema tenax var. tenax","NHMSYS0001478319","Collema tenax var. tenax","Collemataceae","Fungi"
"Nephroma resupinatum","NBNSYS0000019319","Nephroma resupinatum","Nephromataceae","Fungi"
"Strigula stigmatella var. stigmatella","NHMSYS0001499163","Strigula stigmatella var. stigmatella","Strigulaceae","Fungi"
"Porpidia macrocarpa f. macrocarpa","NHMSYS0001494688","Porpidia macrocarpa f. macrocarpa","Lecideaceae","Fungi"
"Placynthium tantaleum","NBNSYS0000019348","Placynthium tantaleum","Placynthiaceae","Fungi"
"Euopsis pulvinata","NHMSYS0001482000","Euopsis pulvinata","Lichinaceae","Fungi"
"Xanthoparmelia delisei","NHMSYS0020536347","Xanthoparmelia delisei","Parmeliaceae","Fungi"
"Lecanora ochroidea","BMSSYS0000009566","Lecanora ochroidea","Lecanoraceae","Fungi"
"Cladonia carneola","NBNSYS0000018352","Cladonia carneola","Cladoniaceae","Fungi"
"Polyblastia quartzina","NBNSYS0000020629","Polyblastia quartzina","Verrucariaceae","Fungi"
"Cladonia norvegica","NBNSYS0000039613","Cladonia norvegica","Cladoniaceae","Fungi"
"Sporastatia testudinea","NHMSYS0001498717","Sporastatia testudinea","Sporastatiaceae","Fungi"
"Bacidia sipmanii","NHMSYS0020535066","Bacidia sipmanii","Ramalinaceae","Fungi"
"Arthonia vinosa","NBNSYS0000015517","Arthonia vinosa","Arthoniaceae","Fungi"
"Placopyrenium fuscellum","NHMSYS0020535935","Placopyrenium fuscellum","Verrucariaceae","Fungi"
"Cladonia macilenta","NBNSYS0000018382","Cladonia macilenta","Cladoniaceae","Fungi"
"Pertusaria borealis","NHMSYS0021576728","Lepra borealis",,"Fungi"
"Nephroma parile","NBNSYS0000019318","Nephroma parile","Nephromataceae","Fungi"
"Lecidea subspeirea","BMSSYS0000010042","Lecidea subspeirea","Lecideaceae","Fungi"
"Vezdaea rheocarpa","NHMSYS0001501750","Vezdaea rheocarpa","Vezdaeaceae","Fungi"
"Cladonia squamosa var. squamosa","NHMSYS0001477674","Cladonia squamosa var. squamosa","Cladoniaceae","Fungi"
"Melanelixia subargentifera","NHMSYS0001489122","Melanelixia subargentifera","Parmeliaceae","Fungi"
"Lecanora gangaleoides","NBNSYS0000018594","Lecanora gangaleoides","Lecanoraceae","Fungi"
"Micarea alabastrites","NBNSYS0000018810","Micarea alabastrites","Pilocarpaceae","Fungi"
"Thelidium fontigenum","NHMSYS0001499631","Thelidium fontigenum","Verrucariaceae","Fungi"
"Ramalina fraxinea","NBNSYS0000018988","Ramalina fraxinea","Ramalinaceae","Fungi"
"Psora rubiformis","NBNSYS0000018968","Psora rubiformis","Psoraceae","Fungi"
"Rhizocarpon expallescens","NHMSYS0001496262","Rhizocarpon expallescens","Rhizocarpaceae","Fungi"
"Lecanora viridiatra","BMSSYS0000047064","Lecanora viridiatra","Lecanoraceae","Fungi"
"Roccella phycopsis","NHMSYS0000364044","Roccella phycopsis","Roccellaceae","Fungi"
"Bunodophoron melanocarpum","NHMSYS0001476375","Bunodophoron melanocarpum","Sphaerophoraceae","Fungi"
"Ramalina pollinaria","NBNSYS0000018990","Ramalina pollinaria","Ramalinaceae","Fungi"
"Verrucaria parmigerella","NHMSYS0001475494","Bagliettoa parmigerella","Verrucariaceae","Fungi"
"Lecanora caesiosora","NBNSYS0000018573","Lecanora caesiosora","Lecanoraceae","Fungi"
"Umbilicaria torrefacta","NBNSYS0000019133","Umbilicaria torrefacta","Umbilicariaceae","Fungi"
"Porina grandis","NBNSYS0000154738","Porina grandis","Porinaceae","Fungi"
"Xanthoparmelia mougeotii","NHMSYS0001501915","Xanthoparmelia mougeotii","Parmeliaceae","Fungi"
"Lepraria eburnea","NHMSYS0001487381","Lepraria eburnea","Stereocaulaceae","Fungi"
"Pyrenula acutispora","NHMSYS0020327882","Pyrenula acutispora","Pyrenulaceae","Fungi"
"Cladonia foliacea","NBNSYS0000018372","Cladonia foliacea","Cladoniaceae","Fungi"
"Thelocarpon epibolum var. epibolum","NHMSYS0001499647","Thelocarpon epibolum var. epibolum","Thelocarpaceae","Fungi"
"Caloplaca ruderum","NHMSYS0001476658","Caloplaca ruderum","Teloschistaceae","Fungi"
"Candelariella vitellina f. vitellina","NHMSYS0001476799","Candelariella vitellina f. vitellina","Candelariaceae","Fungi"
"Tylophoron hibernicum","NHMSYS0020991152","Tylophoron hibernicum","Arthoniaceae","Fungi"
"Lecanora intricata","NHMSYS0001486394","Lecanora intricata","Lecanoraceae","Fungi"
"Ochrolechia arborea","BMSSYS0000012143","Ochrolechia arborea","Ochrolechiaceae","Fungi"
"Toninia fusispora","NHMSYS0001499840","Toninia fusispora","Ramalinaceae","Fungi"
"Sticta atlantica","BMSSYS0000051607","Sticta atlantica","Lobariaceae","Fungi"
"Porina ahlesiana","NBNSYS0000019883","Porina ahlesiana","Porinaceae","Fungi"
"Porpidia superba f. superba","NHMSYS0001494698","Porpidia superba f. superba","Lecideaceae","Fungi"
"Pertusaria corallina","BMSSYS0000598524","Lepra corallina",,"Fungi"
"Ramalina polymorpha","NBNSYS0000018991","Ramalina polymorpha","Ramalinaceae","Fungi"
"Rinodina insularis","NHMSYS0020039057","Rinodina insularis","Physciaceae","Fungi"
"Miriquidica lulensis","NHMSYS0001489675","Miriquidica lulensis","Lecanoraceae","Fungi"
"Punctelia borreri","NBNSYS0000155498","Punctelia borreri","Parmeliaceae","Fungi"
"Collema multipartitum","BMSSYS0000043302","Callome multipartita","Collemataceae","Fungi"
"Melanelia stygia","NBNSYS0000018901","Melanelia stygia","Parmeliaceae","Fungi"
"Toninia aromatica","BMSSYS0000731219","Toniniopsis aromatica","Ramalinaceae","Fungi"
"Polyblastia dermatodes","NHMSYS0001494361","Polyblastia dermatodes","Verrucariaceae","Fungi"
"Porpidia superba f. sorediata","NHMSYS0001494697","Porpidia superba f. sorediata","Lecideaceae","Fungi"
"Thelidium papulare f. papulare","NHMSYS0001499640","Thelidium papulare f. papulare","Verrucariaceae","Fungi"
"Farnoldia jurana","NBNSYS0000018482","Farnoldia jurana","Lecideaceae","Fungi"
"Lecidea obluridata","NHMSYS0001486814","Lecidea obluridata","Lecideaceae","Fungi"
"Lecania fructigena","NHMSYS0020039020","Lecania fructigena","Ramalinaceae","Fungi"
"Chaenotheca brachypoda","NBNSYS0000015567","Chaenotheca brachypoda","Coniocybaceae","Fungi"
"Toninia verrucarioides","BMSSYS0000731223","Toniniopsis verrucarioides","Ramalinaceae","Fungi"
"Belonia nidarosiensis","NHMSYS0001475571","Belonia nidarosiensis","Gyalectaceae","Fungi"
"Trapelia corticola","NHMSYS0001499947","Trapelia corticola","Trapeliaceae","Fungi"
"Porina guentheri var. guentheri","NHMSYS0001494648","Porina guentheri var. guentheri","Porinaceae","Fungi"
"Cladonia arbuscula subsp. arbuscula","NHMSYS0001477597","Cladonia arbuscula subsp. arbuscula","Cladoniaceae","Fungi"
"Xanthoparmelia perrugata","NHMSYS0020327895","Xanthoparmelia perrugata","Parmeliaceae","Fungi"
"Parmelia submontana","NBNSYS0000039703","Parmelia submontana","Parmeliaceae","Fungi"
"Opegrapha herbarum","NBNSYS0000019208","Opegrapha herbarum","Roccellaceae","Fungi"
"Lecidella viridans","NBNSYS0000018748","Lecidella viridans","Lecanoraceae","Fungi"
"Bactrospora dryina","NBNSYS0000019171","Bactrospora dryina","Roccellaceae","Fungi"
"Usnea fragilescens var. fragilescens","NHMSYS0001501169","Usnea fragilescens var. fragilescens","Parmeliaceae","Fungi"
"Caloplaca austrocitrina","BMSSYS0000043337","Caloplaca austrocitrina","Teloschistaceae","Fungi"
"Orphniospora moriopsis var. brunnea","NHMSYS0001491533","Orphniospora moriopsis var. brunnea","Fuscideaceae","Fungi"
"Lecidea berengeriana","NBNSYS0000150024","Lecidea berengeriana","Lecideaceae","Fungi"
"Myriospora rufescens","BMSSYS0000048308","Myriospora rufescens","Acarosporaceae","Fungi"
"Lecidea lithophila","NBNSYS0000018687","Lecidea lithophila","Lecideaceae","Fungi"
"Verrucaria aethiobola","NBNSYS0000020664","Verrucaria aethiobola","Verrucariaceae","Fungi"
"Ropalospora hibernica","NHMSYS0001496545","Ropalospora hibernica","Ropalosporaceae","Fungi"
"Porina chlorotica f. chlorotica","BMSSYS0000015229","Porina chlorotica f. chlorotica","Porinaceae","Fungi"
"Cladonia mediterranea","NBNSYS0000018385","Cladonia mediterranea","Cladoniaceae","Fungi"
"Ramalina siliquosa","NBNSYS0000018993","Ramalina siliquosa","Ramalinaceae","Fungi"
"Catillaria contristans","NHMSYS0021645525","Gilbertaria contristans","Sphaerophoraceae","Fungi"
"Ropalospora viridis","BMSSYS0000016450","Ropalospora viridis","Ropalosporaceae","Fungi"
"Rinodina griseosoralifera","NBNSYS0000039780","Rinodina griseosoralifera","Physciaceae","Fungi"
"Buellia badia","NHMSYS0020990619","Monerolechia badia","Caliciaceae","Fungi"
"Rhizocarpon reductum","BMSSYS0000016240","Rhizocarpon reductum","Rhizocarpaceae","Fungi"
"Lecidea silacea","NHMSYS0001486913","Lecidea silacea","Lecideaceae","Fungi"
"Aspicilia laevata","NBNSYS0000018194","Aspicilia laevata","Megasporaceae","Fungi"
"Diplotomma parasiticum","BMSSYS0000045049","Diplotomma parasiticum","Caliciaceae","Fungi"
"Collema glebulentum","NBNSYS0000018444","Collema glebulentum","Collemataceae","Fungi"
"Leucodecton isidioides","BMSSYS0000047489","Leucodecton isidioides","Graphidaceae","Fungi"
"Varicellaria lactea","BMSSYS0000052397","Varicellaria lactea","Ochrolechiaceae","Fungi"
"Hypogymnia vittata","NHMSYS0001485080","Hypogymnia vittata","Parmeliaceae","Fungi"
"Collemopsidium ostrearum","NHMSYS0001478339","Collemopsidium ostrearum","Xanthopyreniaceae","Fungi"
"Megalaria pulverea","BMSSYS0000010997","Megalaria pulverea","Megalariaceae","Fungi"
"Verrucaria consociata","BMSSYS0000052455","Verrucaria consociata","Verrucariaceae","Fungi"
"Bacidia absistens","NBNSYS0000018207","Bacidia absistens","Ramalinaceae","Fungi"
"Physcia stellaris","NBNSYS0000018933","Physcia stellaris","Physciaceae","Fungi"
"Porpidia cinereoatra","NBNSYS0000018513","Porpidia cinereoatra","Lecideaceae","Fungi"
"Porina coralloidea","NHMSYS0001494643","Porina coralloidea","Porinaceae","Fungi"
"Placidiopsis custnani","NHMSYS0001493864","Placidiopsis custnani","Verrucariaceae","Fungi"
"Buellia arnoldii","NHMSYS0001476308","Buellia arnoldii","Caliciaceae","Fungi"
"Polyblastia terrestris","NHMSYS0020990883","Sporodictyon terrestre","Verrucariaceae","Fungi"
"Lecanora populicola","NHMSYS0021645650","Myriolecis populicola","Lecanoraceae","Fungi"
"Puttea caesia","BMSSYS0000050364","Puttea caesia",,"Fungi"
"Gyalecta flotowii","NHMSYS0020990251","Gyalecta flotovii","Gyalectaceae","Fungi"
"Miriquidica garovaglii","NBNSYS0000039686","Miriquidica garovaglii","Lecanoraceae","Fungi"
"Diploschistes caesioplumbeus","NBNSYS0000016927","Diploschistes caesioplumbeus","Graphidaceae","Fungi"
"Solorina saccata","NBNSYS0000019359","Solorina saccata","Peltigeraceae","Fungi"
"Peltigera leucophlebia","NBNSYS0000019330","Peltigera leucophlebia","Peltigeraceae","Fungi"
"Lecanora praepostera","NBNSYS0000018613","Lecanora praepostera","Lecanoraceae","Fungi"
"Porpidia contraponenda","NBNSYS0000039720","Porpidia contraponenda","Lecideaceae","Fungi"
"Micarea crassipes","NBNSYS0000039683","Micarea crassipes","Pilocarpaceae","Fungi"
"Haematomma ochroleucum var. porphyrium","NHMSYS0001483486","Haematomma ochroleucum var. porphyrium","Haematommataceae","Fungi"
"Cladonia ochrochlora","NHMSYS0001477656","Cladonia ochrochlora","Cladoniaceae","Fungi"
"Parmelina carporrhizans","NHMSYS0020535797","Parmelina carporrhizans","Parmeliaceae","Fungi"
"Rinodina flavosoralifera","BMSSYS0000016422","Rinodina flavosoralifera","Physciaceae","Fungi"
"Lecania hutchinsiae","NHMSYS0001486279","Lecania hutchinsiae","Ramalinaceae","Fungi"
"Staurothele arctica","NBNSYS0000039835","Staurothele arctica","Verrucariaceae","Fungi"
"Mycoblastus caesius","BMSSYS0000011765","Mycoblastus caesius","Mycoblastaceae","Fungi"
"Candelariella xanthostigma","NHMSYS0001476802","Candelariella xanthostigma","Candelariaceae","Fungi"
"Lecanographa amylacea","BMSSYS0000009442","Lecanographa amylacea","Lecanographaceae","Fungi"
"Gyalidea hyalinescens var. pauciseptata","BMSSYS0000045951","Gyalidea hyalinescens var. pauciseptata","Gomphillaceae","Fungi"
"Cystocoleus ebeneus","NBNSYS0000039622","Cystocoleus ebeneus",,"Fungi"
"Polyblastia melaspora","NHMSYS0020990275","Henrica melaspora","Verrucariaceae","Fungi"
"Cetrelia chicitae","NHMSYS0001477218","Cetrelia chicitae","Parmeliaceae","Fungi"
"Lecanora impudens","NHMSYS0020990366","Lecanora impudens","Lecanoraceae","Fungi"
"Lecania fuscella","NBNSYS0000018556","Lecania fuscella","Ramalinaceae","Fungi"
"Porpidia hydrophila","NBNSYS0000018518","Porpidia hydrophila","Lecideaceae","Fungi"
"Strigula stigmatella var. alpestris","NHMSYS0001499162","Strigula stigmatella var. alpestris","Strigulaceae","Fungi"
"Bacidia phacodes","NHMSYS0001475458","Bacidina phacodes","Ramalinaceae","Fungi"
"Poeltinula cerebrina","NBNSYS0000018477","Poeltinula cerebrina","Rhizocarpaceae","Fungi"
"Collemopsidium argilospilum","NHMSYS0020535233","Collemopsidium argilospilum","Xanthopyreniaceae","Fungi"
"Graphis elegans","NBNSYS0000016934","Graphis elegans","Graphidaceae","Fungi"
"Usnea articulata","NBNSYS0000019134","Usnea articulata","Parmeliaceae","Fungi"
"Thelidium incavatum","NBNSYS0000020653","Thelidium incavatum","Verrucariaceae","Fungi"
"Stereocaulon vesuvianum var. vesuvianum","NHMSYS0001498955","Stereocaulon vesuvianum var. vesuvianum","Stereocaulaceae","Fungi"
"Lecanora albellula var. albellula","NHMSYS0020535607","Lecanora albellula var. albellula","Lecanoraceae","Fungi"
"Sporastatia polyspora","NBNSYS0000019047","Sporastatia polyspora","Sporastatiaceae","Fungi"
"Biatoridium delitescens","NBNSYS0000019069","Biatoridium delitescens",,"Fungi"
"Absconditella lignicola","NHMSYS0001472738","Absconditella lignicola","Stictidaceae","Fungi"
"Umbilicaria polyrrhiza","NBNSYS0000019130","Umbilicaria polyrrhiza","Umbilicariaceae","Fungi"
"Lecanora subcarnea","NBNSYS0000018630","Lecanora subcarnea","Lecanoraceae","Fungi"
"Lobaria pulmonaria","NBNSYS0000019311","Lobaria pulmonaria","Lobariaceae","Fungi"
"Sticta canariensis (combined)","NHMSYS0020991107","Sticta canariensis (combined)","Lobariaceae","Fungi"
"Epigloea bactrospora","NHMSYS0001481832","Epigloea bactrospora","Epigloeaceae","Fungi"
"Caloplaca soralifera","NHMSYS0019999444","Caloplaca soralifera","Teloschistaceae","Fungi"
"Lecanora sulphurea","NBNSYS0000018727","Lecanora sulphurea","Lecanoraceae","Fungi"
"Antennulariella lichenisata","NHMSYS0020535000","Antennulariella lichenisata","Antennulariellaceae","Fungi"
"Enterographa pitardii","NHMSYS0020990195","Enterographa pitardii","Roccellaceae","Fungi"
"Lempholemma botryosum","NBNSYS0000018753","Lempholemma botryosum","Lichinaceae","Fungi"
"Dendrographa latebrarum","NHMSYS0020990169","Dendrographa latebrarum","Roccellaceae","Fungi"
"Clauzadea monticola","NHMSYS0001477745","Clauzadea monticola","Lecideaceae","Fungi"
"Micarea polycarpella","BMSSYS0000011222","Micarea polycarpella","Pilocarpaceae","Fungi"
"Candelariella medians f. medians","NHMSYS0001476794","Candelariella medians f. medians","Candelariaceae","Fungi"
"Hypotrachyna taylorensis","NHMSYS0001485116","Hypotrachyna taylorensis","Parmeliaceae","Fungi"
"Pertusaria amara f. pulvinata","BMSSYS0000598531","Lepra pulvinata",,"Fungi"
"Strigula taylorii","NBNSYS0000019909","Strigula taylorii","Strigulaceae","Fungi"
"Porpidia rugosa","NHMSYS0001494695","Porpidia rugosa","Lecideaceae","Fungi"
"Sclerophora farinacea","NHMSYS0001497250","Sclerophora farinacea","Coniocybaceae","Fungi"
"Agonimia opuntiella","NHMSYS0020038989","Agonimia opuntiella","Verrucariaceae","Fungi"
"Lecidella pulveracea","NHMSYS0001486993","Lecidella pulveracea","Lecanoraceae","Fungi"
"Schaereria fuscocinerea var. fuscocinerea","NHMSYS0001497118","Schaereria fuscocinerea var. fuscocinerea","Schaereriaceae","Fungi"
"Arthopyrenia carneobrunneola","NBNSYS0000039568","Arthopyrenia carneobrunneola","Arthopyreniaceae","Fungi"
"Bryoria nitidula","NBNSYS0000018263","Bryoria nitidula","Parmeliaceae","Fungi"
"Cladonia rangiformis","NBNSYS0000018401","Cladonia rangiformis","Cladoniaceae","Fungi"
"Melanelixia subaurifera","NHMSYS0001489123","Melanelixia subaurifera","Parmeliaceae","Fungi"
"Micarea nitschkeana","NBNSYS0000018830","Micarea nitschkeana","Pilocarpaceae","Fungi"
"Acrocordia salweyi","NBNSYS0000019877","Acrocordia salweyi","Monoblastiaceae","Fungi"
"Physcia aipolia","NHMSYS0001493681","Physcia aipolia","Physciaceae","Fungi"
"Carbonea assimilis","NHMSYS0001476885","Carbonea assimilis","Lecanoraceae","Fungi"
"Lopadium coralloideum","NBNSYS0000041617","Lopadium coralloideum","Pilocarpaceae","Fungi"
"Pectenia plumbea s. str.","BMSSYS0000534061","Pectenia plumbea s. str.","Pannariaceae","Fungi"
"Leptogium palmatum","BMSSYS0000051058","Scytinium palmatum","Collemataceae","Fungi"
"Leptorhaphis laricis","BMSSYS0000047416","Leptorhaphis laricis","Naetrocymbaceae","Fungi"
"Hypotrachyna laevigata","NBNSYS0000018884","Hypotrachyna laevigata","Parmeliaceae","Fungi"
"Placynthium tremniacum","NHMSYS0001493909","Placynthium tremniacum","Placynthiaceae","Fungi"
"Cladonia ciliata var. tenuis","NHMSYS0001477612","Cladonia ciliata var. tenuis","Cladoniaceae","Fungi"
"Chaenotheca ferruginea","NHMSYS0001477239","Chaenotheca ferruginea","Coniocybaceae","Fungi"
"Bryoria capillaris","NHMSYS0001476289","Bryoria capillaris","Parmeliaceae","Fungi"
"Thelocarpon sphaerosporum","BMSSYS0000018497","Thelocarpon sphaerosporum","Thelocarpaceae","Fungi"
"Thelocarpon epibolum var. epithallinum","NBNSYS0000019078","Thelocarpon epibolum var. epithallinum","Thelocarpaceae","Fungi"
"Amygdalaria consentiens","NHMSYS0001474587","Amygdalaria consentiens","Lecideaceae","Fungi"
"Pterygiopsis concordatula","NHMSYS0020535994","Pterygiopsis concordatula","Lichinaceae","Fungi"
"Calicium viride","NBNSYS0000015544","Calicium viride","Caliciaceae","Fungi"
"Lecidea plana","NHMSYS0001486855","Lecidea plana","Lecideaceae","Fungi"
"Sarcogyne hypophaea","BMSSYS0000050918","Sarcogyne hypophaea","Acarosporaceae","Fungi"
"Lecanora epanora","NBNSYS0000018587","Lecanora epanora","Lecanoraceae","Fungi"
"Pachyphiale carneola","NBNSYS0000016973","Pachyphiale carneola","Gyalectaceae","Fungi"
"Lecania rabenhorstii","NBNSYS0000039648","Lecania rabenhorstii","Ramalinaceae","Fungi"
"Lecanora actophila","BMSSYS0000533988","Myriolecis actophila","Lecanoraceae","Fungi"
"Lecanora formosa","BMSSYS0000009520","Lecanora formosa","Lecanoraceae","Fungi"
"Fuscidea praeruptorum","NHMSYS0001482516","Fuscidea praeruptorum","Fuscideaceae","Fungi"
"Lecanora subaurea","NBNSYS0000018629","Lecanora subaurea","Lecanoraceae","Fungi"
"Bryobilimbia sanguineoatra","BMSSYS0000043193","Bryobilimbia sanguineoatra",,"Fungi"
"Ameliella grisea","NHMSYS0020987450","Ameliella grisea","Lecanoraceae","Fungi"
"Collemopsidium monense","NHMSYS0020535235","Collemopsidium monense","Xanthopyreniaceae","Fungi"
"Vezdaea aestivalis","NHMSYS0000364522","Vezdaea aestivalis","Vezdaeaceae","Fungi"
"Caloplaca microthallina","NBNSYS0000020547","Caloplaca microthallina","Teloschistaceae","Fungi"
"Caloplaca cerinelloides","NHMSYS0001442574","Caloplaca cerinelloides","Teloschistaceae","Fungi"
"Mycobilimbia epixanthoides","NHMSYS0001490318","Mycobilimbia epixanthoides","Lecideaceae","Fungi"
"Phaeophyscia nigricans","NHMSYS0001493018","Phaeophyscia nigricans","Physciaceae","Fungi"
"Cladonia firma","NBNSYS0000018370","Cladonia firma","Cladoniaceae","Fungi"
